STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag),LAST UPDATE
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LU,Luxembourg,2017,,6.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LU,Luxembourg,2018,,9.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LU,Luxembourg,2019,,5.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LU,Luxembourg,2020,,6.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LU,Luxembourg,2021,,8.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LU,Luxembourg,2022,,6.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LU,Luxembourg,2023,,10.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2009,,20.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2010,,21.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2011,,20.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2012,,18.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2013,,17.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2014,,17.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2015,,15.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2016,,13.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2017,,13.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2018,,12.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2019,,10.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2020,,12.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2021,,12.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2022,,11.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,LV,Latvia,2023,,10.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2011,,25.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2012,,25.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2013,,23.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2014,,22.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2015,,24.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2016,,23.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2017,,22.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2018,,20.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2019,,21.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ME,Montenegro,2020,,26.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2009,,37.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2010,,35.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2011,,34.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2012,,34.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2013,,34.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2014,,36.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2015,,35.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2016,,34.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2017,,35.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2018,,33.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2019,,28.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MK,North Macedonia,2020,,29.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2009,,16.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2010,,16.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2011,,14.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2012,,14.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2013,,12.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2014,,14.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2015,,15.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2016,,12.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2017,,9.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2018,,9.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2019,,10.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2020,,10.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2021,,12.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2022,,7.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,MT,Malta,2023,,8.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2009,,8.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2010,,8.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2011,,8.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2012,,8.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2013,,9.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2014,,9.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2015,,8.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2016,,8.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2017,,7.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2018,,7.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2019,,6.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2020,,7.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2021,,4.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2022,,4.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NL,Netherlands,2023,,5.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2009,,8.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2010,,8.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2011,,9.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2012,,8.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2013,,9.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2014,,9.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2015,,9.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2016,,9.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2017,,9.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2018,,8.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2019,,8.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2020,,8.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2021,,7.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2022,,6.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,NO,Norway,2023,,6.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2009,,17.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2010,,16.7,,b,break in time series,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2011,,17.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2012,,18.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2013,,18.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2014,,17.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2015,,16.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2016,,16.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2017,,16.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2018,,16.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2019,,15.3,,b,break in time series,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2020,,16.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2021,,16.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2022,,13.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PL,Poland,2023,,11.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2009,,13.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2010,,14.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2011,,14.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2012,,15.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2013,,16.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2014,,15.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2015,,14.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2016,,13.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2017,,10.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2018,,10.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2019,,10.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2020,,11.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2021,,10.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,F,Females,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,PT,Portugal,2022,,8.8,,,,02/05/24 23:00:00
